CRN,URL,Course,Title,Instructors,Course Meeting,Credits
30137,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30137,ANTH 404,INDEPENDENT STUDY,,,1 TO 6
30042,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30042,ANTH 800,RESEARCH AND THESIS,,,1 TO 15
30099,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30099,ARCH 461,SPECIAL PROJECTS,,,3 TO 9
30004,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30004,ARCH 700,PRACTICUM,,,3
30005,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30005,ARCH 702,PRE-THESIS PREPARATION,,,3
30006,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30006,ARCH 800,GRADUATE RESEARCH,,,3 TO 12
30052,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30052,BIOE 400,UNDERGRADUATE RESEARCH,,,1 TO 3
30143,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30143,BIOE 405,IND RESEARCH/INTERNSHIP,,,0
30053,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30053,BIOE 500,GRADUATE RESEARCH,,,1 TO 15
30148,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30148,BIOS 310,IND STDY FOR UNDERGRADUATES,,,1 TO 4
30095,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30095,BIOS 403,HUMAN STRUCTURE&DEVELOPMENT,,,3
30144,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30144,BIOS 405,IND RESEARCH/INTERNSHIP,,,0
30033,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30033,BIOS 800,GRADUATE RESEARCH,,,1 TO 15
30149,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30149,CAAM 490,INDEPENDENT STUDY,,,1 TO 6
30047,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30047,CAAM 491,INDEPENDENT STUDY,,,1 TO 6
30048,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30048,CAAM 591,INDEPENDENT STUDY,,,1 TO 15
30049,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30049,CAAM 800,THESIS,,,1 TO 15
30139,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30139,CENG 661,GRADUATE SEMINAR,,,1
30007,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30007,CENG 700,M.S. RESEARCH AND THESIS,,,1 TO 15
30008,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30008,CENG 800,GRADUATE RESEARCH,,,1 TO 15
30009,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30009,CENG 801,SPEC TOP CHEMICAL ENGINEERING,,,1
30037,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30037,CEVE 590,M.E.E. & M.E.S. SPECIAL STUDY,,,3
30038,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30038,CEVE 651,M.S. RESEARCH AND THESIS,,,3 TO 12
30103,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30103,CEVE 652,M.S. RESEARCH AND THESIS,,,1 TO 15
30153,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30153,CEVE 800,PH.D. RESEARCH AND THESIS,,,9 TO 15
30102,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30102,CEVE 801,RESEARCH AND THESIS,,,1 TO 15
30039,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30039,CHEM 800,GRADUATE RESEARCH,,,12 TO 15
30010,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30010,COMP 490,COMP SCIENCE PROJECTS,,,3 TO 4
30011,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30011,COMP 590,COMPUTER SCIENCE PROJECTS,,,1 TO 4
30104,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30104,COMP 617,GRAD SEM RESOURCE AWARE PROG,"Taha, Walid M.",11:00AM - 12:00PM W TBA TBA,1 TO 3
30012,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30012,COMP 690,RESEARCH AND THESIS,,,3 TO 12
30013,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30013,COMP 800,GRADUATE RESEARCH,,,1 TO 15
30014,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30014,ECON 800,GRADUATE RESEARCH,,,1 TO 12
30091,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30091,ELEC 527,ADV HIGH-SPEED&EMBEDDED SYSTEM,,,4
30158,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30158,ELEC 590,ELECTRICAL PROJECTS,,,1 TO 6
30036,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30036,ELEC 599,1ST YEAR GRAD STUDENTS PROJECT,,,6
30035,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30035,ELEC 800,RESEARCH AND THESIS,,,1 TO 15
30096,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30096,ENGL 307,MED/TECH COMMUNICATION,,,3
30098,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30098,ENGL 378,CARIBBEAN FICTION,"van Delden, Maarten",2:00PM - 5:00PM MTWRF RH 106,3
30016,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30016,ENGL 703,RESEARCH LEADING TO CANDIDACY,,,1 TO 15
30141,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30141,ESCI 481,UNDERGR RESRCH EARTH SCI,,,1 TO 6
30140,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30140,ESCI 501,SPECIAL STUDIES,,,1 TO 15
30018,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30018,ESCI 800,THESIS RESEARCH,,,1 TO 15
30135,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30135,FREN 700,SUMMER GRADUATE RESEARCH,,,1 TO 12
30019,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200430&p_crn=30019,FREN 800,THESIS RESEARCH (PHD),,,1 TO 15
